Date,Open,High,Low,Close,Adj Close,Volume
2018-11-09,535.500000,535.799988,524.000000,526.950012,508.802460,6125274
2018-11-12,530.000000,541.900024,529.049988,531.849976,513.533752,7669697
2018-11-13,534.000000,534.000000,526.500000,528.099976,509.912811,2410643
2018-11-14,530.599976,532.599976,517.000000,519.549988,501.657318,2740756
2018-11-15,521.900024,525.000000,514.450012,519.150024,501.271179,2661535
2018-11-16,521.700012,534.000000,521.099976,530.599976,512.326843,3483625
2018-11-19,535.000000,536.000000,523.950012,528.250000,510.057709,1913914
2018-11-20,528.000000,529.849976,518.650024,520.700012,502.767731,1707971
2018-11-21,522.799988,528.049988,521.299988,522.150024,504.167786,1749806
2018-11-22,523.000000,525.000000,511.750000,517.950012,500.112427,2045318
2018-11-26,520.000000,523.750000,512.799988,522.099976,504.119507,1728468
2018-11-27,526.000000,526.950012,513.049988,517.650024,499.822784,2100159
2018-11-28,519.200012,523.950012,513.599976,515.299988,497.553711,2003272
2018-11-29,518.000000,526.400024,516.000000,524.700012,506.629974,2799578
2018-11-30,528.000000,542.000000,527.000000,540.849976,522.223755,3855382
2018-12-03,542.000000,545.400024,534.099976,535.799988,517.347717,2033213
2018-12-04,536.000000,549.000000,535.049988,546.450012,527.630920,3400053
2018-12-05,546.000000,548.900024,525.299988,528.450012,510.250793,2192065
2018-12-06,528.000000,528.000000,511.000000,515.299988,497.553711,2562048
2018-12-07,520.000000,530.650024,512.000000,513.599976,495.912201,3503808
2018-12-10,509.899994,514.849976,503.100006,512.549988,494.898407,2201377
2018-12-11,503.000000,523.950012,503.000000,518.700012,500.836578,2326059
2018-12-12,522.900024,534.299988,521.099976,531.299988,513.002625,1683131
2018-12-13,532.000000,533.799988,519.200012,527.000000,508.850769,2234487
2018-12-14,528.349976,533.799988,516.650024,521.750000,503.781616,1950888
2018-12-17,524.000000,529.349976,520.700012,523.650024,505.616150,1196871
2018-12-18,524.000000,527.000000,520.049988,522.900024,504.892029,1628240
2018-12-19,524.000000,528.599976,522.549988,524.750000,506.678223,1241000
2018-12-20,523.700012,526.000000,515.400024,520.250000,502.333252,2074097
2018-12-21,521.000000,523.950012,514.299988,516.650024,498.857269,1758710
2018-12-24,518.799988,520.799988,513.000000,518.799988,500.933105,1214348
2018-12-26,515.599976,519.000000,507.299988,514.299988,496.588135,1318560
2018-12-27,518.900024,521.000000,514.000000,517.900024,500.064209,1351636
2018-12-28,514.299988,525.349976,514.299988,522.000000,504.022949,1933464
2018-12-31,522.000000,526.000000,517.200012,519.500000,501.609070,1897948
2019-01-01,520.000000,524.000000,518.650024,523.049988,505.036774,1361809
2019-01-02,521.900024,522.500000,513.150024,514.549988,496.829468,1243067
2019-01-03,516.500000,520.500000,511.200012,512.400024,494.753601,2086150
2019-01-04,513.000000,514.900024,508.049988,512.799988,495.139771,1651456
2019-01-07,516.000000,517.750000,510.299988,514.049988,496.346710,1168002
2019-01-08,516.000000,517.200012,511.250000,513.650024,495.960541,1765015
2019-01-09,515.549988,516.750000,507.500000,510.100006,492.532776,1929305
2019-01-10,509.000000,514.900024,509.000000,513.250000,495.574310,1252439
2019-01-11,513.400024,519.000000,508.250000,510.200012,492.629333,2051418
2019-01-14,510.200012,514.000000,505.600006,511.950012,494.319092,1472415
2019-01-15,514.500000,515.349976,509.500000,514.950012,497.215698,1177377
2019-01-16,515.000000,515.950012,509.000000,511.500000,493.884521,1446921
2019-01-17,512.500000,514.950012,507.600006,509.600006,492.050018,1598184
2019-01-18,510.200012,513.000000,507.299988,509.399994,491.856873,1502360
2019-01-21,510.000000,514.200012,508.200012,509.250000,491.712097,1150380
2019-01-22,510.000000,511.399994,502.450012,507.100006,489.636108,1455953
2019-01-23,510.000000,511.700012,507.100006,509.299988,491.760345,1358623
2019-01-24,510.000000,510.700012,496.100006,500.700012,483.456482,1620195
2019-01-25,502.100006,508.600006,501.350006,507.649994,490.167145,1193442
2019-01-28,509.000000,509.000000,489.100006,492.149994,475.200928,3215535
2019-01-29,489.100006,507.549988,483.750000,505.049988,487.656647,2675481
2019-01-30,504.950012,507.100006,497.700012,505.799988,488.380829,1524621
2019-01-31,506.000000,519.849976,504.250000,517.299988,499.484772,2203919
2019-02-01,517.650024,522.549988,512.500000,521.349976,503.395294,1380838
2019-02-04,521.000000,521.000000,506.200012,509.600006,492.050018,1480952
2019-02-05,506.549988,514.000000,501.200012,508.000000,490.505127,4358002
2019-02-06,510.500000,546.700012,504.100006,534.950012,516.527039,8775759
2019-02-07,537.099976,546.599976,528.150024,532.900024,514.547607,4417618
2019-02-08,532.849976,543.700012,531.200012,534.250000,515.851135,2747159
2019-02-11,538.700012,545.900024,535.849976,543.299988,524.589417,2989919
2019-02-12,540.049988,545.700012,536.099976,543.299988,524.589417,2252766
2019-02-14,542.900024,556.000000,537.400024,542.900024,524.203125,2766535
2019-02-15,540.000000,551.400024,528.500000,540.549988,521.934082,2491806
2019-02-18,542.000000,545.049988,532.299988,541.150024,522.513489,1590101
2019-02-19,544.799988,545.000000,536.750000,539.650024,521.065186,1879600
2019-02-20,540.200012,543.200012,538.650024,541.099976,522.465149,1208930
2019-02-21,542.849976,547.900024,540.500000,545.500000,526.713623,1093548
2019-02-22,543.799988,546.099976,539.099976,541.299988,522.658264,1592112
2019-02-25,541.500000,550.849976,541.000000,548.299988,529.417175,1961905
2019-02-26,545.099976,553.650024,538.049988,550.400024,531.444824,1952961
2019-02-27,551.000000,555.349976,544.250000,551.900024,532.893188,2389977
2019-02-28,555.000000,558.299988,546.000000,554.549988,535.452026,2618486
2019-03-01,555.000000,555.299988,547.400024,551.549988,532.555298,2430914
2019-03-05,550.000000,551.500000,546.549988,548.650024,529.755249,1644098
2019-03-06,551.000000,552.000000,541.950012,547.549988,528.693054,1587182
2019-03-07,547.650024,550.000000,539.650024,541.349976,522.706543,1144534
2019-03-08,541.000000,543.400024,538.250000,539.950012,521.354797,2618767
2019-03-11,542.000000,542.000000,535.500000,540.099976,521.499573,2342102
2019-03-12,541.900024,543.650024,537.299988,538.750000,520.196045,2049339
2019-03-13,542.000000,542.500000,531.000000,532.799988,514.450867,1582245
2019-03-14,532.049988,534.099976,530.500000,532.750000,514.402710,1490894
2019-03-15,534.099976,535.400024,528.950012,532.599976,514.257813,2019240
2019-03-18,533.049988,535.799988,529.000000,534.500000,516.092529,1266863
2019-03-19,537.150024,537.700012,530.200012,533.650024,515.271790,874797
2019-03-20,532.000000,534.799988,531.099976,533.250000,514.885559,1255306
2019-03-22,534.900024,539.000000,523.599976,526.799988,508.657654,1579084
2019-03-25,525.599976,528.700012,516.200012,526.849976,508.705841,1874898
2019-03-26,528.500000,532.500000,525.700012,529.299988,511.071594,3044792
2019-03-27,531.400024,533.599976,524.049988,525.500000,507.402435,1217387
2019-03-28,525.299988,527.349976,522.299988,525.599976,507.498932,4133379
2019-04-01,516.299988,528.750000,516.299988,525.650024,507.547302,4091454
2019-04-02,529.950012,529.950012,521.150024,522.650024,504.650543,1268431
2019-04-03,523.000000,524.799988,519.099976,520.450012,502.526367,3276338
2019-04-04,519.000000,522.000000,517.500000,521.000000,503.057373,5555991
2019-04-05,531.400024,541.000000,526.000000,532.099976,513.775085,9784780
2019-04-08,536.500000,536.900024,522.700012,525.400024,507.305908,2429845
2019-04-09,526.250000,534.500000,525.400024,532.000000,513.678528,2301681
2019-04-10,531.549988,551.750000,530.799988,546.450012,527.630920,5992326
2019-04-11,546.349976,554.700012,542.000000,544.849976,526.085938,2977870
2019-04-12,547.950012,556.700012,545.299988,554.849976,535.741638,4347530
2019-04-15,555.000000,569.200012,552.000000,566.299988,546.797302,2252373
2019-04-16,570.000000,571.750000,556.599976,559.349976,540.086609,2246831
2019-04-18,562.000000,566.650024,553.200012,561.549988,542.210938,2306549
2019-04-22,560.000000,566.000000,556.599976,561.099976,541.776367,1205612
2019-04-23,562.500000,575.950012,560.400024,561.700012,542.355713,2179959
2019-04-24,561.400024,564.500000,553.200012,558.549988,539.314209,1896565
2019-04-25,558.700012,563.950012,551.150024,555.599976,536.465759,2416194
2019-04-26,558.250000,572.900024,557.200012,567.950012,548.390503,2593397
2019-04-30,569.900024,571.049988,558.650024,565.000000,545.542053,1914026
2019-05-02,563.000000,569.700012,556.700012,565.599976,546.121338,1700976
2019-05-03,568.000000,573.000000,561.650024,564.500000,545.059326,2758638
2019-05-06,556.000000,564.500000,556.000000,563.349976,543.948975,1715311
2019-05-07,564.000000,566.299988,555.150024,557.950012,538.734863,1478212
2019-05-08,556.000000,561.400024,549.000000,558.000000,538.783203,1890174
2019-05-09,559.900024,561.049988,548.700012,557.750000,538.541748,1672967
2019-05-10,557.750000,562.700012,551.000000,555.549988,536.417480,1687480
2019-05-13,552.000000,556.750000,529.599976,546.700012,527.872253,2027570
2019-05-14,546.000000,560.750000,541.200012,556.000000,536.852051,1822829
2019-05-15,554.000000,562.500000,551.500000,555.700012,536.562378,1396473
2019-05-16,554.000000,556.700012,541.049988,550.200012,531.251770,2589467
2019-05-17,549.000000,551.950012,541.000000,544.150024,525.410095,1194005
2019-05-20,560.000000,567.000000,550.400024,565.450012,545.976624,1586746
2019-05-21,565.450012,580.000000,552.750000,559.349976,540.086609,4286383
2019-05-22,562.000000,574.000000,550.049988,553.000000,533.955322,7762734
2019-05-23,561.900024,568.900024,543.750000,564.750000,545.300659,5640728
2019-05-24,569.200012,572.500000,559.450012,570.599976,550.949219,1796355
2019-05-27,570.000000,586.000000,568.000000,578.700012,558.770325,1959075
2019-05-28,579.000000,584.200012,571.500000,577.950012,558.046021,2469586
2019-05-29,577.400024,582.450012,559.900024,564.349976,544.914429,1948077
2019-05-30,560.099976,563.500000,554.250000,561.950012,542.597107,2577559
2019-05-31,562.700012,569.000000,550.849976,558.849976,539.603821,1912387
2019-06-03,559.000000,569.450012,552.500000,568.250000,548.680115,1284381
2019-06-04,564.000000,575.000000,561.099976,562.650024,543.273071,1558827
2019-06-06,565.000000,568.299988,556.549988,559.799988,540.521179,1750285
2019-06-07,565.000000,565.000000,542.000000,549.500000,530.575928,2696228
2019-06-10,550.599976,562.599976,550.000000,554.549988,535.452026,1708042
2019-06-11,555.400024,566.400024,551.000000,559.849976,540.569458,2518184
2019-06-12,558.900024,567.000000,556.250000,561.599976,542.259155,1253337
2019-06-13,560.049988,566.599976,559.250000,564.599976,545.155884,1594956
2019-06-14,560.150024,564.450012,554.150024,555.599976,536.465759,1808363
2019-06-17,555.500000,556.599976,543.849976,545.150024,526.375793,1267159
2019-06-18,545.200012,555.500000,545.049988,547.599976,528.741272,1257992
2019-06-19,550.599976,551.900024,532.549988,533.700012,515.320068,1137906
2019-06-20,531.799988,552.450012,528.650024,551.299988,532.313904,1986432
2019-06-21,549.849976,553.799988,545.200012,551.549988,532.555298,1534007
2019-06-24,548.549988,552.450012,545.099976,549.900024,530.962158,981017
2019-06-25,548.950012,554.950012,546.549988,550.049988,531.106873,805704
2019-06-26,550.000000,558.799988,548.000000,556.549988,537.383057,1020879
2019-06-27,556.849976,563.900024,550.299988,551.950012,532.941528,1323494
2019-06-28,551.900024,556.700012,546.349976,553.450012,534.389832,996578
2019-07-01,555.700012,559.349976,553.150024,555.799988,536.658936,565463
2019-07-02,557.150024,558.500000,551.500000,555.349976,536.224426,565414
2019-07-03,555.349976,556.700012,549.450012,553.250000,534.196777,797387
2019-07-04,554.650024,555.650024,550.599976,551.549988,532.555298,639531
2019-07-05,551.549988,554.250000,549.200012,550.000000,531.058716,796604
2019-07-08,547.000000,549.000000,534.650024,538.450012,519.906433,1490078
2019-07-09,536.799988,552.450012,536.799988,548.799988,529.899963,1472836
2019-07-10,545.349976,551.150024,541.849976,544.950012,526.182556,1045560
2019-07-11,549.000000,553.799988,546.000000,552.400024,533.376038,726448
2019-07-12,554.000000,566.500000,547.200012,556.799988,537.624451,1485506
2019-07-15,559.900024,560.500000,548.599976,550.549988,531.589722,842129
2019-07-16,554.750000,558.450012,549.400024,553.549988,534.486389,1460303
2019-07-17,554.000000,558.500000,547.450012,557.549988,538.348633,1034734
2019-07-18,558.849976,559.000000,545.500000,547.000000,528.162048,1355289
2019-07-19,550.799988,552.000000,535.500000,536.700012,518.216675,783708
2019-07-22,536.700012,540.000000,526.200012,530.950012,512.664734,1816845
2019-07-23,531.000000,535.200012,521.000000,528.900024,510.685272,2353027
2019-07-24,529.000000,529.000000,517.049988,518.750000,500.884857,2707033
2019-07-25,521.349976,539.200012,519.000000,536.650024,518.168396,3183510
2019-07-26,533.200012,539.900024,528.250000,532.099976,513.775085,1371242
2019-07-29,531.599976,534.950012,520.250000,522.250000,504.264313,735045
2019-07-30,522.200012,533.599976,517.799988,520.000000,502.091797,1665158
2019-07-31,516.900024,522.700012,506.000000,521.099976,506.073608,1828077
2019-08-01,516.150024,519.450012,509.200012,512.450012,497.673035,1289007
2019-08-02,509.000000,519.700012,508.700012,516.099976,501.217743,1574251
2019-08-05,513.799988,520.799988,512.250000,518.900024,503.937012,2162918
2019-08-06,518.000000,527.000000,496.850006,500.149994,485.727722,7425849
2019-08-07,502.700012,525.849976,501.649994,518.299988,503.354370,4668643
2019-08-08,504.750000,510.000000,493.799988,503.049988,488.544098,6750611
2019-08-09,505.899994,511.700012,481.549988,484.500000,470.529053,5172748
2019-08-13,484.500000,486.899994,473.049988,475.750000,462.031311,2952687
2019-08-14,477.450012,483.250000,465.000000,478.299988,464.507782,2376714
2019-08-16,477.000000,483.399994,474.500000,476.100006,462.371185,1279325
2019-08-19,478.500000,485.549988,474.600006,475.850006,462.128448,1211272
2019-08-20,478.850006,481.700012,470.549988,478.700012,464.896271,1606901
2019-08-21,478.600006,479.000000,466.950012,468.049988,454.553375,1065506
2019-08-22,464.899994,469.950012,460.600006,464.000000,450.620117,1398888
2019-08-23,464.000000,467.350006,449.200012,465.899994,452.465332,2217428
2019-08-26,468.100006,470.950012,454.899994,466.549988,453.096588,2158865
2019-08-27,468.500000,469.850006,458.450012,465.350006,451.931213,2992115
2019-08-28,465.799988,476.200012,460.149994,464.250000,450.862976,2193022
2019-08-29,465.500000,468.000000,456.549988,465.200012,451.785522,1410078
2019-08-30,468.000000,475.200012,461.450012,472.450012,458.826508,1126818
2019-09-03,467.000000,471.250000,461.000000,469.549988,456.010071,1564714
2019-09-04,471.100006,475.000000,467.049988,471.399994,457.806763,2339657
2019-09-05,472.000000,479.750000,470.600006,478.399994,464.604889,1216510
2019-09-06,479.000000,482.500000,473.750000,474.899994,461.205811,1668897
2019-09-09,475.000000,478.700012,472.100006,475.000000,461.302948,780846
2019-09-11,474.000000,478.299988,468.049988,471.799988,458.195190,996410
2019-09-12,474.000000,474.000000,464.399994,467.799988,454.310547,1179858
2019-09-13,468.049988,469.649994,464.500000,469.000000,455.475952,818854
2019-09-16,467.000000,472.000000,464.100006,470.500000,456.932739,1257381
2019-09-17,471.950012,472.399994,457.000000,460.649994,447.366730,1753611
2019-09-18,461.399994,462.799988,454.350006,458.649994,445.424408,1656705
2019-09-19,458.649994,461.950012,449.899994,452.049988,439.014709,1027073
2019-09-20,454.200012,465.000000,445.500000,463.299988,449.940338,2558072
2019-09-23,468.000000,472.299988,445.000000,448.899994,435.955536,2819792
2019-09-24,450.000000,455.049988,446.600006,450.250000,437.266663,1959468
2019-09-25,449.899994,450.000000,432.200012,434.600006,422.067902,3524655
2019-09-26,439.000000,440.450012,430.399994,438.450012,425.806915,3960277
2019-09-27,438.450012,446.000000,435.700012,439.399994,426.729492,3151119
2019-09-30,430.000000,432.799988,418.000000,425.500000,413.230316,6307161
2019-10-01,426.899994,426.899994,402.700012,412.649994,400.750854,4914716
2019-10-03,411.000000,421.000000,406.500000,418.100006,406.043701,2639852
2019-10-04,419.500000,431.299988,416.149994,418.350006,406.286499,4182360
2019-10-07,419.950012,419.950012,405.500000,408.250000,396.477722,2564196
2019-10-09,408.299988,427.000000,407.500000,423.350006,411.142303,4117690
2019-10-10,423.100006,427.299988,418.549988,422.149994,409.976929,2381621
2019-10-11,422.549988,443.000000,389.549988,441.350006,428.623322,17354782
2019-10-14,441.350006,446.450012,433.500000,440.899994,428.186249,5861895
2019-10-15,440.000000,448.500000,435.350006,446.549988,433.673340,3153015
2019-10-16,446.299988,447.850006,438.950012,446.799988,433.916077,2180925
2019-10-17,445.299988,447.700012,439.399994,446.299988,433.430511,1818421
2019-10-18,448.500000,451.149994,440.100006,444.149994,431.342529,2850227
2019-10-22,441.250000,457.750000,440.200012,453.899994,440.811371,2333810
2019-10-23,453.649994,456.799988,448.100006,454.250000,441.151276,2262575
2019-10-24,455.000000,456.000000,443.549988,446.850006,433.964691,1733751
2019-10-25,447.100006,461.450012,441.750000,459.850006,446.589813,2647759
2019-10-27,462.000000,463.899994,459.500000,461.049988,447.755219,179612
2019-10-29,463.899994,478.399994,462.000000,473.049988,459.409180,3498572
2019-10-30,478.950012,478.950012,462.250000,465.000000,451.591339,2640132
2019-10-31,465.000000,472.700012,460.149994,466.850006,453.388000,3944718
2019-11-01,467.299988,474.200012,462.399994,469.200012,455.670197,3649879
2019-11-04,471.399994,478.500000,467.049988,468.299988,454.796143,2393325
2019-11-05,470.149994,475.500000,465.149994,467.850006,454.359100,1391429
2019-11-06,469.049988,487.950012,464.250000,480.850006,466.984222,17751556
2019-11-07,482.000000,487.399994,470.000000,471.850006,458.243774,5892783
2019-11-08,470.100006,470.100006,461.250000,462.500000,449.163422,4300075
2019-11-11,459.399994,459.399994,451.750000,454.850006,441.734009,4109355
2019-11-13,452.000000,455.000000,446.000000,447.899994,434.984406,3001272
2019-11-14,445.200012,458.200012,442.649994,451.399994,438.383453,2659601
2019-11-15,448.000000,468.049988,435.399994,463.250000,449.891754,10693852
2019-11-18,463.000000,472.000000,457.649994,460.600006,447.318176,2847404
2019-11-19,461.200012,477.500000,459.549988,472.100006,458.486603,5080106
2019-11-20,472.000000,483.700012,468.649994,482.600006,468.683807,4080054
2019-11-21,482.600006,492.299988,476.600006,485.500000,471.500153,5600894
2019-11-22,485.000000,485.000000,472.700012,478.850006,465.041962,2778328
2019-11-25,478.250000,485.350006,475.899994,483.500000,469.557831,1465490
2019-11-26,483.000000,490.549988,476.700012,478.549988,464.750549,3880896
2019-11-27,475.000000,475.000000,464.549988,468.000000,454.504822,3494515
2019-11-28,472.000000,476.500000,464.100006,468.350006,454.844696,2933958
2019-11-29,469.649994,473.399994,465.600006,466.700012,453.242310,1307574
2019-12-02,469.600006,469.600006,455.350006,464.000000,450.620117,2492362
2019-12-03,465.000000,465.850006,460.000000,464.250000,450.862976,1067139
2019-12-04,463.000000,471.850006,462.000000,470.000000,456.447144,1426757
2019-12-05,469.500000,470.299988,460.399994,461.600006,448.289368,1483537
2019-12-06,463.000000,467.000000,454.000000,455.450012,442.316711,2520045
2019-12-09,457.399994,457.750000,444.600006,447.899994,434.984406,3761784
2019-12-10,450.600006,454.950012,449.500000,453.049988,439.985870,2807906
2019-12-11,453.000000,453.100006,446.700012,449.950012,436.975311,1806996
2019-12-12,452.200012,463.100006,452.200012,461.049988,447.755219,2730092
2019-12-13,461.049988,465.000000,456.600006,461.250000,447.949432,1213599
2019-12-16,463.049988,464.750000,457.500000,458.250000,445.035919,903737
2019-12-17,462.049988,466.200012,460.350006,463.950012,450.571564,2434853
2019-12-18,464.000000,469.250000,461.500000,467.799988,454.310547,1705929
2019-12-19,465.649994,471.500000,464.799988,467.600006,454.116364,1485123
2019-12-20,466.899994,474.450012,463.899994,465.750000,452.319702,2248997
2019-12-23,467.000000,469.000000,464.500000,467.850006,454.359100,866023
2019-12-24,467.250000,480.000000,465.500000,478.700012,464.896271,3262749
2019-12-26,478.700012,482.549988,472.250000,474.149994,460.477417,2887784
2019-12-27,474.549988,483.500000,472.799988,481.100006,467.227051,2005404
2019-12-30,481.100006,487.000000,478.250000,479.950012,466.110199,1809828
2019-12-31,479.950012,484.299988,476.950012,478.200012,464.410706,1640854
2020-01-01,481.000000,481.000000,474.450012,475.899994,462.177002,1316812
2020-01-02,478.850006,479.899994,472.299988,473.500000,459.846191,1406381
2020-01-03,475.799988,475.799988,467.250000,469.950012,456.398590,2252752
2020-01-06,469.799988,469.950012,461.200012,466.750000,453.290863,1501855
2020-01-07,466.000000,470.000000,463.649994,468.600006,455.087494,2365554
2020-01-08,467.799988,470.100006,461.600006,464.750000,451.348480,1507276
2020-01-09,467.500000,473.299988,467.500000,470.100006,456.544250,1700600
2020-01-10,470.100006,477.000000,469.750000,473.500000,459.846191,1213600
2020-01-13,474.500000,482.450012,474.500000,477.649994,463.876526,1229969
2020-01-14,480.600006,485.200012,479.200012,484.250000,470.286224,2160301
2020-01-15,484.000000,486.850006,479.549988,484.000000,470.043396,1413668
2020-01-16,484.000000,487.450012,479.000000,480.250000,466.401581,1694372
2020-01-17,480.000000,482.950012,476.549988,480.299988,466.450134,2039387
2020-01-20,480.450012,483.149994,476.649994,480.149994,466.304443,1206931
2020-01-21,478.950012,479.549988,472.200012,473.399994,459.749054,1448808
2020-01-22,474.500000,480.299988,470.250000,471.600006,458.001007,2380518
2020-01-23,464.500000,475.850006,459.350006,465.149994,451.736969,5783749
2020-01-24,465.000000,467.750000,456.850006,458.850006,445.618652,2713370
2020-01-27,457.500000,466.500000,454.200012,464.450012,451.057159,5849003
2020-01-28,465.000000,468.000000,458.950012,464.700012,451.299927,3592413
2020-01-29,464.700012,467.399994,460.350006,461.549988,448.240784,1737293
2020-01-30,461.000000,461.000000,446.350006,451.000000,437.994995,2766881
2020-01-31,453.950012,453.950012,442.100006,446.899994,434.013214,2184609
2020-02-03,444.000000,450.649994,439.399994,444.549988,431.731018,1690394
2020-02-04,446.700012,452.450012,444.200012,448.450012,435.518585,2030860
2020-02-05,449.549988,459.149994,437.500000,447.549988,434.644440,3637403
2020-02-06,462.500000,464.350006,435.350006,439.649994,426.972290,7118843
2020-02-07,440.000000,445.899994,437.299988,443.200012,430.419922,6386193
2020-02-10,444.200012,451.000000,442.100006,444.750000,431.925232,3557480
2020-02-11,447.100006,452.000000,443.350006,450.600006,437.606537,1889638
2020-02-12,454.950012,454.950012,445.000000,446.799988,433.916077,1683136
2020-02-13,446.799988,448.899994,440.500000,443.399994,430.614166,2041017
2020-02-14,444.000000,448.899994,441.500000,447.100006,434.207489,1814780
2020-02-17,444.500000,445.750000,430.100006,431.899994,419.445770,4581786
2020-02-18,433.000000,437.649994,428.100006,436.000000,423.427551,2453801
2020-02-19,437.799988,449.200012,437.399994,447.500000,434.595917,2359566
2020-02-20,448.000000,448.799988,434.500000,435.750000,423.184753,3048500
2020-02-24,436.000000,436.700012,426.549988,430.149994,417.746246,2569563
2020-02-25,430.200012,431.200012,420.000000,425.799988,413.521667,2438218
2020-02-26,406.000000,425.000000,405.799988,422.200012,410.025482,8068909
2020-02-27,411.100006,424.000000,409.000000,421.200012,409.054352,5109022
2020-02-28,413.000000,416.450012,398.049988,402.100006,390.505096,4200936
2020-03-02,407.000000,411.250000,394.649994,401.950012,390.359406,3460583
2020-03-03,402.000000,429.200012,402.000000,425.299988,413.036102,5476676
2020-03-04,425.600006,449.799988,420.000000,447.649994,434.741608,9297945
2020-03-05,447.850006,472.000000,437.450012,440.600006,427.894897,9637431
2020-03-06,425.000000,438.149994,423.049988,434.399994,421.873688,2916146
2020-03-09,425.000000,432.649994,423.500000,426.149994,413.861603,2986596
2020-03-11,425.000000,426.149994,410.200012,417.100006,405.072571,5314547
2020-03-12,412.500000,412.500000,390.750000,394.750000,383.367035,5636464
2020-03-13,388.000000,434.950012,355.299988,425.549988,413.278870,6096891
2020-03-16,416.000000,423.899994,392.750000,396.399994,384.969452,5394603
2020-03-17,397.000000,422.000000,390.750000,401.750000,390.165222,2989674
2020-03-18,411.799988,411.799988,381.700012,386.000000,374.869293,4200456
2020-03-19,374.799988,390.750000,362.899994,374.700012,364.840363,2926091
2020-03-20,379.799988,399.799988,372.450012,392.799988,382.464111,4718358
2020-03-23,370.000000,406.899994,370.000000,375.250000,365.375885,5507004
2020-03-24,380.000000,409.750000,372.549988,377.450012,367.518036,6649616
2020-03-25,378.000000,394.899994,374.000000,376.450012,366.544312,6418955
2020-03-26,383.000000,394.700012,380.500000,386.149994,375.989044,4291225
2020-03-27,393.000000,411.000000,391.950012,407.649994,396.923340,6471291
2020-03-30,413.799988,438.700012,407.649994,431.750000,420.389191,9020926
2020-03-31,446.000000,446.600006,420.000000,422.850006,411.723358,9434602
2020-04-01,424.899994,430.899994,410.399994,413.750000,402.862823,6329668
2020-04-03,425.000000,454.700012,416.250000,449.200012,437.380035,17906762
2020-04-07,479.000000,513.400024,452.000000,492.250000,479.297211,20843608
2020-04-08,496.950012,530.000000,490.000000,512.750000,499.257813,19456188
2020-04-09,564.000000,610.000000,564.000000,579.599976,564.348694,27207708
2020-04-13,605.000000,605.000000,583.000000,592.849976,577.250061,15483858
2020-04-15,604.450012,614.000000,578.599976,592.349976,576.763184,16213806
2020-04-16,590.000000,612.799988,582.000000,600.450012,584.650146,12716342
2020-04-17,615.000000,615.000000,595.000000,598.000000,582.264587,8304173
2020-04-20,598.000000,599.400024,580.000000,585.400024,569.996094,5856150
